trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_LIMP_IDA_07,11:24:00,11:24:00,L_CM1,9
TRIP_LIMP_IDA_07,11:26:00,11:26:00,L_CM2,10
TRIP_LIMP_IDA_07,11:28:00,11:28:00,L_CCG,11
TRIP_LIMP_IDA_07,11:31:00,11:31:00,L_SM,12
TRIP_LIMP_IDA_07,11:33:00,11:33:00,L_A,13
TRIP_LIMP_IDA_07,11:35:00,11:35:00,L_MP,14
TRIP_LIMP_IDA_07,11:37:00,11:37:00,L_M,15
TRIP_LIMP_IDA_07,11:40:00,11:40:00,L_P,16
TRIP_LIMP_IDA_07,11:43:00,11:43:00,L_DC,17
TRIP_LIMP_IDA_07,11:45:00,11:45:00,L_LC,18
TRIP_LIMP_VUELTA_07,11:45:00,11:45:00,LI_LC,1
TRIP_LIMP_VUELTA_07,11:47:00,11:47:00,LI_DC,2
TRIP_LIMP_VUELTA_07,11:50:00,11:50:00,LI_P,3
TRIP_LIMP_VUELTA_07,11:53:00,11:53:00,LI_M,4
TRIP_LIMP_VUELTA_07,11:55:00,11:55:00,LI_MP,5
TRIP_LIMP_VUELTA_07,11:57:00,11:57:00,LI_A,6
TRIP_LIMP_VUELTA_07,11:59:00,11:59:00,LI_SM,7
TRIP_LIMP_VUELTA_07,12:02:00,12:02:00,LI_CCG,8
TRIP_LIMP_VUELTA_07,12:05:00,12:05:00,LI_CM2,9
TRIP_LIMP_VUELTA_07,12:07:00,12:07:00,LI_CM1,10
TRIP_LIMP_VUELTA_07,12:09:00,12:09:00,LI_ER,11
TRIP_LIMP_VUELTA_07,12:11:00,12:11:00,LI_S,12
TRIP_LIMP_VUELTA_07,12:13:00,12:13:00,LI_LF,13
TRIP_LIMP_VUELTA_07,12:15:00,12:15:00,LI_PN,14
TRIP_LIMP_VUELTA_07,12:18:00,12:18:00,LI_C1,15
TRIP_LIMP_VUELTA_07,12:21:00,12:21:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_07,12:25:00,12:25:00,AV13,17
TRIP_LIMP_IDA_08,11:40:00,11:40:00,AV13,1
TRIP_LIMP_IDA_08,11:42:00,11:42:00,L_LIMP,2
TRIP_LIMP_IDA_08,11:45:00,11:45:00,L_MAKRO,3
TRIP_LIMP_IDA_08,11:48:00,11:48:00,L_C1,4
TRIP_LIMP_IDA_08,11:51:00,11:51:00,L_PN,5
TRIP_LIMP_IDA_08,11:53:00,11:53:00,L_LF,6
TRIP_LIMP_IDA_08,11:55:00,11:55:00,L_S,7
TRIP_LIMP_IDA_08,11:57:00,11:57:00,L_ER,8
TRIP_LIMP_IDA_08,11:59:00,11:59:00,L_CM1,9
TRIP_LIMP_IDA_08,12:01:00,12:01:00,L_CM2,10
TRIP_LIMP_IDA_08,12:03:00,12:03:00,L_CCG,11
TRIP_LIMP_IDA_08,12:06:00,12:06:00,L_SM,12
TRIP_LIMP_IDA_08,12:08:00,12:08:00,L_A,13
TRIP_LIMP_IDA_08,12:10:00,12:10:00,L_MP,14
TRIP_LIMP_IDA_08,12:12:00,12:12:00,L_M,15
TRIP_LIMP_IDA_08,12:15:00,12:15:00,L_P,16
TRIP_LIMP_IDA_08,12:18:00,12:18:00,L_DC,17
TRIP_LIMP_IDA_08,12:20:00,12:20:00,L_LC,18
TRIP_LIMP_VUELTA_08,12:20:00,12:20:00,LI_LC,1
TRIP_LIMP_VUELTA_08,12:22:00,12:22:00,LI_DC,2
TRIP_LIMP_VUELTA_08,12:25:00,12:25:00,LI_P,3
TRIP_LIMP_VUELTA_08,12:28:00,12:28:00,LI_M,4
TRIP_LIMP_VUELTA_08,12:30:00,12:30:00,LI_MP,5
TRIP_LIMP_VUELTA_08,12:32:00,12:32:00,LI_A,6
TRIP_LIMP_VUELTA_08,12:34:00,12:34:00,LI_SM,7
TRIP_LIMP_VUELTA_08,12:37:00,12:37:00,LI_CCG,8
TRIP_LIMP_VUELTA_08,12:40:00,12:40:00,LI_CM2,9
TRIP_LIMP_VUELTA_08,12:42:00,12:42:00,LI_CM1,10
TRIP_LIMP_VUELTA_08,12:44:00,12:44:00,LI_ER,11
TRIP_LIMP_VUELTA_08,12:46:00,12:46:00,LI_S,12
TRIP_LIMP_VUELTA_08,12:48:00,12:48:00,LI_LF,13
TRIP_LIMP_VUELTA_08,12:50:00,12:50:00,LI_PN,14
TRIP_LIMP_VUELTA_08,12:53:00,12:53:00,LI_C1,15
TRIP_LIMP_VUELTA_08,12:56:00,12:56:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_08,13:00:00,13:00:00,AV13,17
TRIP_LIMP_IDA_09,12:15:00,12:15:00,AV13,1
TRIP_LIMP_IDA_09,12:17:00,12:17:00,L_LIMP,2
TRIP_LIMP_IDA_09,12:20:00,12:20:00,L_MAKRO,3
TRIP_LIMP_IDA_09,12:23:00,12:23:00,L_C1,4
TRIP_LIMP_IDA_09,12:26:00,12:26:00,L_PN,5
TRIP_LIMP_IDA_09,12:28:00,12:28:00,L_LF,6
TRIP_LIMP_IDA_09,12:30:00,12:30:00,L_S,7
TRIP_LIMP_IDA_09,12:32:00,12:32:00,L_ER,8
TRIP_LIMP_IDA_09,12:34:00,12:34:00,L_CM1,9
TRIP_LIMP_IDA_09,12:36:00,12:36:00,L_CM2,10
TRIP_LIMP_IDA_09,12:38:00,12:38:00,L_CCG,11
TRIP_LIMP_IDA_09,12:41:00,12:41:00,L_SM,12
TRIP_LIMP_IDA_09,12:43:00,12:43:00,L_A,13
TRIP_LIMP_IDA_09,12:45:00,12:45:00,L_MP,14
TRIP_LIMP_IDA_09,12:47:00,12:47:00,L_M,15
TRIP_LIMP_IDA_09,12:50:00,12:50:00,L_P,16
TRIP_LIMP_IDA_09,12:53:00,12:53:00,L_DC,17
TRIP_LIMP_IDA_09,12:55:00,12:55:00,L_LC,18
TRIP_LIMP_VUELTA_09,12:55:00,12:55:00,LI_LC,1
TRIP_LIMP_VUELTA_09,12:57:00,12:57:00,LI_DC,2
TRIP_LIMP_VUELTA_09,13:00:00,13:00:00,LI_P,3
TRIP_LIMP_VUELTA_09,13:03:00,13:03:00,LI_M,4
TRIP_LIMP_VUELTA_09,13:05:00,13:05:00,LI_MP,5
TRIP_LIMP_VUELTA_09,13:07:00,13:07:00,LI_A,6
TRIP_LIMP_VUELTA_09,13:09:00,13:09:00,LI_SM,7
TRIP_LIMP_VUELTA_09,13:12:00,13:12:00,LI_CCG,8
TRIP_LIMP_VUELTA_09,13:15:00,13:15:00,LI_CM2,9
TRIP_LIMP_VUELTA_09,13:17:00,13:17:00,LI_CM1,10
TRIP_LIMP_VUELTA_09,13:19:00,13:19:00,LI_ER,11
TRIP_LIMP_VUELTA_09,13:21:00,13:21:00,LI_S,12
TRIP_LIMP_VUELTA_09,13:23:00,13:23:00,LI_LF,13
TRIP_LIMP_VUELTA_09,13:25:00,13:25:00,LI_PN,14
TRIP_LIMP_VUELTA_09,13:28:00,13:28:00,LI_C1,15
TRIP_LIMP_VUELTA_09,13:31:00,13:31:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_09,13:35:00,13:35:00,AV13,17
TRIP_LIMP_IDA_10,12:50:00,12:50:00,AV13,1
TRIP_LIMP_IDA_10,12:52:00,12:52:00,L_LIMP,2
TRIP_LIMP_IDA_10,12:55:00,12:55:00,L_MAKRO,3
TRIP_LIMP_IDA_10,12:58:00,12:58:00,L_C1,4
TRIP_LIMP_IDA_10,13:01:00,13:01:00,L_PN,5
TRIP_LIMP_IDA_10,13:03:00,13:03:00,L_LF,6
TRIP_LIMP_IDA_10,13:05:00,13:05:00,L_S,7
TRIP_LIMP_IDA_10,13:07:00,13:07:00,L_ER,8
TRIP_LIMP_IDA_10,13:09:00,13:09:00,L_CM1,9
TRIP_LIMP_IDA_10,13:11:00,13:11:00,L_CM2,10
TRIP_LIMP_IDA_10,13:13:00,13:13:00,L_CCG,11
TRIP_LIMP_IDA_10,13:16:00,13:16:00,L_SM,12
TRIP_LIMP_IDA_10,13:18:00,13:18:00,L_A,13
TRIP_LIMP_IDA_10,13:20:00,13:20:00,L_MP,14
TRIP_LIMP_IDA_10,13:22:00,13:22:00,L_M,15
TRIP_LIMP_IDA_10,13:25:00,13:25:00,L_P,16
TRIP_LIMP_IDA_10,13:28:00,13:28:00,L_DC,17
TRIP_LIMP_IDA_10,13:30:00,13:30:00,L_LC,18
TRIP_LIMP_VUELTA_10,13:30:00,13:30:00,LI_LC,1
TRIP_LIMP_VUELTA_10,13:32:00,13:32:00,LI_DC,2
TRIP_LIMP_VUELTA_10,13:35:00,13:35:00,LI_P,3
TRIP_LIMP_VUELTA_10,13:38:00,13:38:00,LI_M,4
TRIP_LIMP_VUELTA_10,13:40:00,13:40:00,LI_MP,5
TRIP_LIMP_VUELTA_10,13:42:00,13:42:00,LI_A,6
TRIP_LIMP_VUELTA_10,13:44:00,13:44:00,LI_SM,7
TRIP_LIMP_VUELTA_10,13:47:00,13:47:00,LI_CCG,8
TRIP_LIMP_VUELTA_10,13:50:00,13:50:00,LI_CM2,9
TRIP_LIMP_VUELTA_10,13:52:00,13:52:00,LI_CM1,10
TRIP_LIMP_VUELTA_10,13:54:00,13:54:00,LI_ER,11
TRIP_LIMP_VUELTA_10,13:56:00,13:56:00,LI_S,12
TRIP_LIMP_VUELTA_10,13:58:00,13:58:00,LI_LF,13
TRIP_LIMP_VUELTA_10,14:00:00,14:00:00,LI_PN,14
TRIP_LIMP_VUELTA_10,14:03:00,14:03:00,LI_C1,15
TRIP_LIMP_VUELTA_10,14:06:00,14:06:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_10,14:10:00,14:10:00,AV13,17
TRIP_LIMP_IDA_11,13:25:00,13:25:00,AV13,1
TRIP_LIMP_IDA_11,13:27:00,13:27:00,L_LIMP,2
TRIP_LIMP_IDA_11,13:30:00,13:30:00,L_MAKRO,3
TRIP_LIMP_IDA_11,13:33:00,13:33:00,L_C1,4
TRIP_LIMP_IDA_11,13:36:00,13:36:00,L_PN,5
TRIP_LIMP_IDA_11,13:38:00,13:38:00,L_LF,6
TRIP_LIMP_IDA_11,13:40:00,13:40:00,L_S,7
TRIP_LIMP_IDA_11,13:42:00,13:42:00,L_ER,8
TRIP_LIMP_IDA_11,13:44:00,13:44:00,L_CM1,9
TRIP_LIMP_IDA_11,13:46:00,13:46:00,L_CM2,10
TRIP_LIMP_IDA_11,13:48:00,13:48:00,L_CCG,11
TRIP_LIMP_IDA_11,13:51:00,13:51:00,L_SM,12
TRIP_LIMP_IDA_11,13:53:00,13:53:00,L_A,13
TRIP_LIMP_IDA_11,13:55:00,13:55:00,L_MP,14
TRIP_LIMP_IDA_11,13:57:00,13:57:00,L_M,15
TRIP_LIMP_IDA_11,14:00:00,14:00:00,L_P,16
TRIP_LIMP_IDA_11,14:03:00,14:03:00,L_DC,17
TRIP_LIMP_IDA_11,14:05:00,14:05:00,L_LC,18
TRIP_LIMP_VUELTA_11,14:05:00,14:05:00,LI_LC,1
TRIP_LIMP_VUELTA_11,14:07:00,14:07:00,LI_DC,2
TRIP_LIMP_VUELTA_11,14:10:00,14:10:00,LI_P,3
TRIP_LIMP_VUELTA_11,14:13:00,14:13:00,LI_M,4
TRIP_LIMP_VUELTA_11,14:15:00,14:15:00,LI_MP,5
TRIP_LIMP_VUELTA_11,14:17:00,14:17:00,LI_A,6
TRIP_LIMP_VUELTA_11,14:19:00,14:19:00,LI_SM,7
TRIP_LIMP_VUELTA_11,14:22:00,14:22:00,LI_CCG,8
TRIP_LIMP_VUELTA_11,14:25:00,14:25:00,LI_CM2,9
TRIP_LIMP_VUELTA_11,14:27:00,14:27:00,LI_CM1,10
TRIP_LIMP_VUELTA_11,14:29:00,14:29:00,LI_ER,11
TRIP_LIMP_VUELTA_11,14:31:00,14:31:00,LI_S,12
TRIP_LIMP_VUELTA_11,14:33:00,14:33:00,LI_LF,13
TRIP_LIMP_VUELTA_11,14:35:00,14:35:00,LI_PN,14
TRIP_LIMP_VUELTA_11,14:38:00,14:38:00,LI_C1,15
TRIP_LIMP_VUELTA_11,14:41:00,14:41:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_11,14:45:00,14:45:00,AV13,17
TRIP_LIMP_IDA_12,14:00:00,14:00:00,AV13,1
TRIP_LIMP_IDA_12,14:02:00,14:02:00,L_LIMP,2
TRIP_LIMP_IDA_12,14:05:00,14:05:00,L_MAKRO,3
TRIP_LIMP_IDA_12,14:08:00,14:08:00,L_C1,4
TRIP_LIMP_IDA_12,14:11:00,14:11:00,L_PN,5
TRIP_LIMP_IDA_12,14:13:00,14:13:00,L_LF,6
TRIP_LIMP_IDA_12,14:15:00,14:15:00,L_S,7
TRIP_LIMP_IDA_12,14:17:00,14:17:00,L_ER,8
TRIP_LIMP_IDA_12,14:19:00,14:19:00,L_CM1,9
TRIP_LIMP_IDA_12,14:21:00,14:21:00,L_CM2,10
TRIP_LIMP_IDA_12,14:23:00,14:23:00,L_CCG,11
TRIP_LIMP_IDA_12,14:26:00,14:26:00,L_SM,12
TRIP_LIMP_IDA_12,14:28:00,14:28:00,L_A,13
TRIP_LIMP_IDA_12,14:30:00,14:30:00,L_MP,14
TRIP_LIMP_IDA_12,14:32:00,14:32:00,L_M,15
TRIP_LIMP_IDA_12,14:35:00,14:35:00,L_P,16
TRIP_LIMP_IDA_12,14:38:00,14:38:00,L_DC,17
TRIP_LIMP_IDA_12,14:40:00,14:40:00,L_LC,18
TRIP_LIMP_VUELTA_12,14:40:00,14:40:00,LI_LC,1
TRIP_LIMP_VUELTA_12,14:42:00,14:42:00,LI_DC,2
TRIP_LIMP_VUELTA_12,14:45:00,14:45:00,LI_P,3
TRIP_LIMP_VUELTA_12,14:48:00,14:48:00,LI_M,4
TRIP_LIMP_VUELTA_12,14:50:00,14:50:00,LI_MP,5
TRIP_LIMP_VUELTA_12,14:52:00,14:52:00,LI_A,6
TRIP_LIMP_VUELTA_12,14:54:00,14:54:00,LI_SM,7
TRIP_LIMP_VUELTA_12,14:57:00,14:57:00,LI_CCG,8
TRIP_LIMP_VUELTA_12,15:00:00,15:00:00,LI_CM2,9
TRIP_LIMP_VUELTA_12,15:02:00,15:02:00,LI_CM1,10
TRIP_LIMP_VUELTA_12,15:04:00,15:04:00,LI_ER,11
TRIP_LIMP_VUELTA_12,15:06:00,15:06:00,LI_S,12
TRIP_LIMP_VUELTA_12,15:08:00,15:08:00,LI_LF,13
TRIP_LIMP_VUELTA_12,15:10:00,15:10:00,LI_PN,14
TRIP_LIMP_VUELTA_12,15:13:00,15:13:00,LI_C1,15
TRIP_LIMP_VUELTA_12,15:16:00,15:16:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_12,15:20:00,15:20:00,AV13,17
TRIP_LIMP_IDA_13,14:35:00,14:35:00,AV13,1
TRIP_LIMP_IDA_13,14:37:00,14:37:00,L_LIMP,2
TRIP_LIMP_IDA_13,14:40:00,14:40:00,L_MAKRO,3
TRIP_LIMP_IDA_13,14:43:00,14:43:00,L_C1,4
TRIP_LIMP_IDA_13,14:46:00,14:46:00,L_PN,5
TRIP_LIMP_IDA_13,14:48:00,14:48:00,L_LF,6
TRIP_LIMP_IDA_13,14:50:00,14:50:00,L_S,7
TRIP_LIMP_IDA_13,14:52:00,14:52:00,L_ER,8
TRIP_LIMP_IDA_13,14:54:00,14:54:00,L_CM1,9
TRIP_LIMP_IDA_13,14:56:00,14:56:00,L_CM2,10
TRIP_LIMP_IDA_13,14:58:00,14:58:00,L_CCG,11
TRIP_LIMP_IDA_13,15:01:00,15:01:00,L_SM,12
TRIP_LIMP_IDA_13,15:03:00,15:03:00,L_A,13
TRIP_LIMP_IDA_13,15:05:00,15:05:00,L_MP,14
TRIP_LIMP_IDA_13,15:07:00,15:07:00,L_M,15
TRIP_LIMP_IDA_13,15:10:00,15:10:00,L_P,16
TRIP_LIMP_IDA_13,15:13:00,15:13:00,L_DC,17
TRIP_LIMP_IDA_13,15:15:00,15:15:00,L_LC,18
TRIP_LIMP_VUELTA_13,15:15:00,15:15:00,LI_LC,1
TRIP_LIMP_VUELTA_13,15:17:00,15:17:00,LI_DC,2
TRIP_LIMP_VUELTA_13,15:20:00,15:20:00,LI_P,3
TRIP_LIMP_VUELTA_13,15:23:00,15:23:00,LI_M,4
TRIP_LIMP_VUELTA_13,15:25:00,15:25:00,LI_MP,5
TRIP_LIMP_VUELTA_13,15:27:00,15:27:00,LI_A,6
TRIP_LIMP_VUELTA_13,15:29:00,15:29:00,LI_SM,7
TRIP_LIMP_VUELTA_13,15:32:00,15:32:00,LI_CCG,8
TRIP_LIMP_VUELTA_13,15:35:00,15:35:00,LI_CM2,9
TRIP_LIMP_VUELTA_13,15:37:00,15:37:00,LI_CM1,10
TRIP_LIMP_VUELTA_13,15:39:00,15:39:00,LI_ER,11
TRIP_LIMP_VUELTA_13,15:41:00,15:41:00,LI_S,12
TRIP_LIMP_VUELTA_13,15:43:00,15:43:00,LI_LF,13
TRIP_LIMP_VUELTA_13,15:45:00,15:45:00,LI_PN,14
TRIP_LIMP_VUELTA_13,15:48:00,15:48:00,LI_C1,15
TRIP_LIMP_VUELTA_13,15:51:00,15:51:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_13,15:55:00,15:55:00,AV13,17
TRIP_LIMP_IDA_14,15:10:00,15:10:00,AV13,1
TRIP_LIMP_IDA_14,15:12:00,15:12:00,L_LIMP,2
TRIP_LIMP_IDA_14,15:15:00,15:15:00,L_MAKRO,3
TRIP_LIMP_IDA_14,15:18:00,15:18:00,L_C1,4
TRIP_LIMP_IDA_14,15:21:00,15:21:00,L_PN,5
TRIP_LIMP_IDA_14,15:23:00,15:23:00,L_LF,6
TRIP_LIMP_IDA_14,15:25:00,15:25:00,L_S,7
TRIP_LIMP_IDA_14,15:27:00,15:27:00,L_ER,8
TRIP_LIMP_IDA_14,15:29:00,15:29:00,L_CM1,9
TRIP_LIMP_IDA_14,15:31:00,15:31:00,L_CM2,10
TRIP_LIMP_IDA_14,15:33:00,15:33:00,L_CCG,11
TRIP_LIMP_IDA_14,15:36:00,15:36:00,L_SM,12
TRIP_LIMP_IDA_14,15:38:00,15:38:00,L_A,13
TRIP_LIMP_IDA_14,15:40:00,15:40:00,L_MP,14
TRIP_LIMP_IDA_14,15:42:00,15:42:00,L_M,15
TRIP_LIMP_IDA_14,15:45:00,15:45:00,L_P,16
TRIP_LIMP_IDA_14,15:48:00,15:48:00,L_DC,17
TRIP_LIMP_IDA_14,15:50:00,15:50:00,L_LC,18
TRIP_LIMP_VUELTA_14,15:50:00,15:50:00,LI_LC,1
TRIP_LIMP_VUELTA_14,15:52:00,15:52:00,LI_DC,2
TRIP_LIMP_VUELTA_14,15:55:00,15:55:00,LI_P,3
TRIP_LIMP_VUELTA_14,15:58:00,15:58:00,LI_M,4
TRIP_LIMP_VUELTA_14,16:00:00,16:00:00,LI_MP,5
TRIP_LIMP_VUELTA_14,16:02:00,16:02:00,LI_A,6
TRIP_LIMP_VUELTA_14,16:04:00,16:04:00,LI_SM,7
TRIP_LIMP_VUELTA_14,16:07:00,16:07:00,LI_CCG,8
TRIP_LIMP_VUELTA_14,16:10:00,16:10:00,LI_CM2,9
TRIP_LIMP_VUELTA_14,16:12:00,16:12:00,LI_CM1,10
TRIP_LIMP_VUELTA_14,16:14:00,16:14:00,LI_ER,11
TRIP_LIMP_VUELTA_14,16:16:00,16:16:00,LI_S,12
TRIP_LIMP_VUELTA_14,16:18:00,16:18:00,LI_LF,13
TRIP_LIMP_VUELTA_14,16:20:00,16:20:00,LI_PN,14
TRIP_LIMP_VUELTA_14,16:23:00,16:23:00,LI_C1,15
TRIP_LIMP_VUELTA_14,16:26:00,16:26:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_14,16:30:00,16:30:00,AV13,17
TRIP_LIMP_IDA_15,15:45:00,15:45:00,AV13,1
TRIP_LIMP_IDA_15,15:47:00,15:47:00,L_LIMP,2
TRIP_LIMP_IDA_15,15:50:00,15:50:00,L_MAKRO,3
TRIP_LIMP_IDA_15,15:53:00,15:53:00,L_C1,4
TRIP_LIMP_IDA_15,15:56:00,15:56:00,L_PN,5
TRIP_LIMP_IDA_15,15:58:00,15:58:00,L_LF,6
TRIP_LIMP_IDA_15,16:00:00,16:00:00,L_S,7
TRIP_LIMP_IDA_15,16:02:00,16:02:00,L_ER,8
TRIP_LIMP_IDA_15,16:04:00,16:04:00,L_CM1,9
TRIP_LIMP_IDA_15,16:06:00,16:06:00,L_CM2,10
TRIP_LIMP_IDA_15,16:08:00,16:08:00,L_CCG,11
TRIP_LIMP_IDA_15,16:11:00,16:11:00,L_SM,12
TRIP_LIMP_IDA_15,16:13:00,16:13:00,L_A,13
TRIP_LIMP_IDA_15,16:15:00,16:15:00,L_MP,14
TRIP_LIMP_IDA_15,16:17:00,16:17:00,L_M,15
TRIP_LIMP_IDA_15,16:20:00,16:20:00,L_P,16
TRIP_LIMP_IDA_15,16:23:00,16:23:00,L_DC,17
TRIP_LIMP_IDA_15,16:25:00,16:25:00,L_LC,18
TRIP_LIMP_VUELTA_15,16:25:00,16:25:00,LI_LC,1
TRIP_LIMP_VUELTA_15,16:27:00,16:27:00,LI_DC,2
TRIP_LIMP_VUELTA_15,16:30:00,16:30:00,LI_P,3
TRIP_LIMP_VUELTA_15,16:33:00,16:33:00,LI_M,4
TRIP_LIMP_VUELTA_15,16:35:00,16:35:00,LI_MP,5
TRIP_LIMP_VUELTA_15,16:37:00,16:37:00,LI_A,6
TRIP_LIMP_VUELTA_15,16:39:00,16:39:00,LI_SM,7
TRIP_LIMP_VUELTA_15,16:42:00,16:42:00,LI_CCG,8
TRIP_LIMP_VUELTA_15,16:45:00,16:45:00,LI_CM2,9
TRIP_LIMP_VUELTA_15,16:47:00,16:47:00,LI_CM1,10
TRIP_LIMP_VUELTA_15,16:49:00,16:49:00,LI_ER,11
TRIP_LIMP_VUELTA_15,16:51:00,16:51:00,LI_S,12
TRIP_LIMP_VUELTA_15,16:53:00,16:53:00,LI_LF,13
TRIP_LIMP_VUELTA_15,16:55:00,16:55:00,LI_PN,14
TRIP_LIMP_VUELTA_15,16:58:00,16:58:00,LI_C1,15
TRIP_LIMP_VUELTA_15,17:01:00,17:01:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_15,17:05:00,17:05:00,AV13,17
TRIP_LIMP_IDA_16,16:20:00,16:20:00,AV13,1
TRIP_LIMP_IDA_16,16:22:00,16:22:00,L_LIMP,2
TRIP_LIMP_IDA_16,16:25:00,16:25:00,L_MAKRO,3
TRIP_LIMP_IDA_16,16:28:00,16:28:00,L_C1,4
TRIP_LIMP_IDA_16,16:31:00,16:31:00,L_PN,5
TRIP_LIMP_IDA_16,16:33:00,16:33:00,L_LF,6
TRIP_LIMP_IDA_16,16:35:00,16:35:00,L_S,7
TRIP_LIMP_IDA_16,16:37:00,16:37:00,L_ER,8
TRIP_LIMP_IDA_16,16:39:00,16:39:00,L_CM1,9
TRIP_LIMP_IDA_16,16:41:00,16:41:00,L_CM2,10
TRIP_LIMP_IDA_16,16:43:00,16:43:00,L_CCG,11
TRIP_LIMP_IDA_16,16:46:00,16:46:00,L_SM,12
TRIP_LIMP_IDA_16,16:48:00,16:48:00,L_A,13
TRIP_LIMP_IDA_16,16:50:00,16:50:00,L_MP,14
TRIP_LIMP_IDA_16,16:52:00,16:52:00,L_M,15
TRIP_LIMP_IDA_16,16:55:00,16:55:00,L_P,16
TRIP_LIMP_IDA_16,16:58:00,16:58:00,L_DC,17
TRIP_LIMP_IDA_16,17:00:00,17:00:00,L_LC,18
TRIP_LIMP_VUELTA_16,17:00:00,17:00:00,LI_LC,1
TRIP_LIMP_VUELTA_16,17:02:00,17:02:00,LI_DC,2
TRIP_LIMP_VUELTA_16,17:05:00,17:05:00,LI_P,3
TRIP_LIMP_VUELTA_16,17:08:00,17:08:00,LI_M,4
TRIP_LIMP_VUELTA_16,17:10:00,17:10:00,LI_MP,5
TRIP_LIMP_VUELTA_16,17:12:00,17:12:00,LI_A,6
TRIP_LIMP_VUELTA_16,17:14:00,17:14:00,LI_SM,7
TRIP_LIMP_VUELTA_16,17:17:00,17:17:00,LI_CCG,8
TRIP_LIMP_VUELTA_16,17:20:00,17:20:00,LI_CM2,9
TRIP_LIMP_VUELTA_16,17:22:00,17:22:00,LI_CM1,10
TRIP_LIMP_VUELTA_16,17:24:00,17:24:00,LI_ER,11
TRIP_LIMP_VUELTA_16,17:26:00,17:26:00,LI_S,12
TRIP_LIMP_VUELTA_16,17:28:00,17:28:00,LI_LF,13
TRIP_LIMP_VUELTA_16,17:30:00,17:30:00,LI_PN,14
TRIP_LIMP_VUELTA_16,17:33:00,17:33:00,LI_C1,15
TRIP_LIMP_VUELTA_16,17:36:00,17:36:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_16,17:40:00,17:40:00,AV13,17
TRIP_LIMP_IDA_17,16:55:00,16:55:00,AV13,1
TRIP_LIMP_IDA_17,16:57:00,16:57:00,L_LIMP,2
TRIP_LIMP_IDA_17,17:00:00,17:00:00,L_MAKRO,3
TRIP_LIMP_IDA_17,17:03:00,17:03:00,L_C1,4
TRIP_LIMP_IDA_17,17:06:00,17:06:00,L_PN,5
TRIP_LIMP_IDA_17,17:08:00,17:08:00,L_LF,6
TRIP_LIMP_IDA_17,17:10:00,17:10:00,L_S,7
TRIP_LIMP_IDA_17,17:12:00,17:12:00,L_ER,8
TRIP_LIMP_IDA_17,17:14:00,17:14:00,L_CM1,9
TRIP_LIMP_IDA_17,17:16:00,17:16:00,L_CM2,10
TRIP_LIMP_IDA_17,17:18:00,17:18:00,L_CCG,11
TRIP_LIMP_IDA_17,17:21:00,17:21:00,L_SM,12
TRIP_LIMP_IDA_17,17:23:00,17:23:00,L_A,13
TRIP_LIMP_IDA_17,17:25:00,17:25:00,L_MP,14
TRIP_LIMP_IDA_17,17:27:00,17:27:00,L_M,15
TRIP_LIMP_IDA_17,17:30:00,17:30:00,L_P,16
TRIP_LIMP_IDA_17,17:33:00,17:33:00,L_DC,17
TRIP_LIMP_IDA_17,17:35:00,17:35:00,L_LC,18
TRIP_LIMP_VUELTA_17,17:35:00,17:35:00,LI_LC,1
TRIP_LIMP_VUELTA_17,17:37:00,17:37:00,LI_DC,2
TRIP_LIMP_VUELTA_17,17:40:00,17:40:00,LI_P,3
TRIP_LIMP_VUELTA_17,17:43:00,17:43:00,LI_M,4
TRIP_LIMP_VUELTA_17,17:45:00,17:45:00,LI_MP,5
TRIP_LIMP_VUELTA_17,17:47:00,17:47:00,LI_A,6
TRIP_LIMP_VUELTA_17,17:49:00,17:49:00,LI_SM,7
TRIP_LIMP_VUELTA_17,17:52:00,17:52:00,LI_CCG,8
TRIP_LIMP_VUELTA_17,17:55:00,17:55:00,LI_CM2,9
TRIP_LIMP_VUELTA_17,17:57:00,17:57:00,LI_CM1,10
TRIP_LIMP_VUELTA_17,17:59:00,17:59:00,LI_ER,11
TRIP_LIMP_VUELTA_17,18:01:00,18:01:00,LI_S,12
TRIP_LIMP_VUELTA_17,18:03:00,18:03:00,LI_LF,13
TRIP_LIMP_VUELTA_17,18:05:00,18:05:00,LI_PN,14
TRIP_LIMP_VUELTA_17,18:08:00,18:08:00,LI_C1,15
TRIP_LIMP_VUELTA_17,18:11:00,18:11:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_17,18:15:00,18:15:00,AV13,17
TRIP_LIMP_IDA_18,17:30:00,17:30:00,AV13,1
TRIP_LIMP_IDA_18,17:32:00,17:32:00,L_LIMP,2
TRIP_LIMP_IDA_18,17:35:00,17:35:00,L_MAKRO,3
TRIP_LIMP_IDA_18,17:38:00,17:38:00,L_C1,4
